Matricula,Turno,Estado,Modalidad,Estado2,Adeudo,Divisa,TotalAdeudo
10255449,Contencion,Activo,Maestria,MATRICULADO,19221,1,19221
200287041,Contencion,Activo,Maestria,MATRICULADO,2803900,0.0052,14580.28
290277716,Contencion,Activo,Maestria,MATRICULADO,1114,19.88,22146.32
290279494,Contencion,Activo,Maestria,MATRICULADO,1078,19.88,21430.64
10276067,Contencion,Activo,Maestria,MATRICULADO,20019,1,20019
10280891,Contencion,Activo,Maestria,MATRICULADO,15256,1,15256
10281713,Contencion,Activo,Maestria,MATRICULADO,16038,1,16038
10281906,Contencion,Activo,Maestria,MATRICULADO,14462,1,14462
10290446,Contencion,Activo,Maestria,MATRICULADO,15052,1,15052
10290905,Contencion,Activo,Maestria,MATRICULADO,13414,1,13414
10563722,Contencion,Activo,Maestria,MATRICULADO,13781,1,13781
20280450,Contencion,Activo,Master,MATRICULADO,13921,1,13921
20284642,Contencion,Activo,Master,MATRICULADO,12614,1,12614
20288059,Contencion,Activo,Master,MATRICULADO,11614,1,11614
20289827,Contencion,Activo,Master,MATRICULADO,12613,1,12613
200269166,Contencion,Activo,Maestria,MATRICULADO,3629417,0.0052,18872.9684
200273076,Contencion,Activo,Maestria,MATRICULADO,4049417,0.0052,21056.9684
200275218,Contencion,Activo,Maestria,MATRICULADO,4271617,0.0052,22212.4084
10213587,Contencion,Activo,Maestria,MATRICULADO,16467,1,16467
10254145,Contencion,Activo,Maestria,MATRICULADO,19924,1,19924
10257196,Contencion,Activo,Maestria,MATRICULADO,17167,1,17167
10275561,Contencion,Activo,Maestria,MATRICULADO,18684,1,18684
10276601,Contencion,Activo,Maestria,MATRICULADO,12407,1,12407
20259633,Contencion,Activo,Master,MATRICULADO,20495,1,20495
20260087,Contencion,Activo,Master,MATRICULADO,17424,1,17424
20264176,Contencion,Activo,Master,MATRICULADO,16065,1,16065
20268328,Contencion,Activo,Master,MATRICULADO,17670,1,17670
20268542,Contencion,Activo,Master,MATRICULADO,17670,1,17670
20271704,Contencion,Activo,Master,MATRICULADO,20495,1,20495
200253909,Contencion,Activo,Maestria,MATRICULADO,5216717,0.0052,27126.9284
200255983,Contencion,Activo,Maestria,MATRICULADO,4350301,0.0052,22621.5652
200255989,Contencion,Activo,Maestria,MATRICULADO,5347475,0.0052,27806.87
200260633,Contencion,Activo,Maestria,MATRICULADO,4848888,0.0052,25214.2176
240262853,Contencion,Activo,Maestria,MATRICULADO,4260,5.07,21598.2
10255521,Contencion,Activo,Maestria,MATRICULADO,22148,1,22148
20253229,Contencion,Activo,Master,MATRICULADO,16059,1,16059
280248572,Contencion,Activo,Doctorado,MATRICULADO,1163602,0.026,30253.652
200247440,Contencion,Activo,Maestria,MATRICULADO,5917875,0.0052,30772.95
200251791,Contencion,Activo,Maestria,MATRICULADO,5215284,0.0052,27119.4768
10046806,Contencion,Activo,Maestria,MATRICULADO,11987,1,11987
10089868,Contencion,Activo,Maestria,MATRICULADO,24524.3,1,24524.3
10090514,Contencion,Activo,Maestria,MATRICULADO,21778.42,1,21778.42
10091138,Contencion,Activo,Maestria,MATRICULADO,6198,1,6198
10093610,Contencion,Activo,Maestria,MATRICULADO,21797,1,21797
10094590,Contencion,Activo,Maestria,MATRICULADO,6270,1,6270
10095624,Contencion,Activo,Maestria,MATRICULADO,7259,1,7259
10096795,Contencion,Activo,Maestria,MATRICULADO,6376,1,6376
10097123,Contencion,Activo,Maestria,MATRICULADO,39743,1,39743
10187921,Contencion,Activo,Maestria,MATRICULADO,6554,1,6554
10188657,Contencion,Activo,Maestria,MATRICULADO,6112,1,6112
10191066,Contencion,Activo,Maestria,MATRICULADO,6112,1,6112
10193303,Contencion,Activo,Maestria,MATRICULADO,6306,1,6306
10200373,Contencion,Activo,Maestria,MATRICULADO,34537,1,34537
10204480,Contencion,Activo,Maestria,MATRICULADO,27955.5,1,27955.5
10209394,Contencion,Activo,Maestria,MATRICULADO,14318,1,14318
10233311,Contencion,Activo,Maestria,MATRICULADO,35478,1,35478
10237845,Contencion,Activo,Maestria,MATRICULADO,15922,1,15922
10237946,Contencion,Activo,Maestria,MATRICULADO,23260,1,23260
10238167,Contencion,Activo,Maestria,MATRICULADO,19924,1,19924
10250235,Contencion,Activo,Maestria,MATRICULADO,21356,1,21356
20205077,Contencion,Activo,Master,MATRICULADO,17859,1,17859
20222454,Contencion,Activo,Master,MATRICULADO,14565,1,14565
20222708,Contencion,Activo,Master,MATRICULADO,45895,1,45895
20227975,Contencion,Activo,Master,MATRICULADO,18446,1,18446
20236143,Contencion,Activo,Master,MATRICULADO,17142,1,17142
20249563,Contencion,Activo,Master,MATRICULADO,27167,1,27167
280285314,Matutino,Activo,Doctorado,MATRICULADO,166487,0.026,4328.662
280294088,Matutino,Activo,Doctorado,MATRICULADO,-261987,0.026,-6811.662
280302732,Matutino,Activo,Doctorado,MATRICULADO,166487,0.026,4328.662
200290330,Matutino,Activo,Doctorado,MATRICULADO,594930,0.0052,3093.636
200293860,Matutino,Activo,Doctorado,MATRICULADO,1231505,0.0052,6403.826
200294501,Matutino,Activo,Doctorado,MATRICULADO,-196505,0.0052,-1021.826
200304652,Matutino,Activo,Doctorado,MATRICULADO,1231505,0.0052,6403.826
240287410,Matutino,Activo,Doctorado,MATRICULADO,2217,5.07,11240.19
240298471,Matutino,Activo,Doctorado,MATRICULADO,-5773,5.07,-29269.11
240305899,Matutino,Activo,Doctorado,MATRICULADO,2217,5.07,11240.19
300282256,Matutino,Activo,Doctorado,MATRICULADO,155,19.88,3081.4
10018953,Matutino,Activo,Doctorado,MATRICULADO,5231,1,5231
10022543,Matutino,Activo,Doctorado,MATRICULADO,5230,1,5230
10082898,Matutino,Activo,Doctorado,MATRICULADO,4298,1,4298
10091004,Matutino,Activo,Doctorado,MATRICULADO,5230,1,5230
10093975,Matutino,Activo,Doctorado,MATRICULADO,6109,1,6109
10187017,Matutino,Activo,Doctorado,MATRICULADO,5230,1,5230
10281039,Matutino,Activo,Doctorado,MATRICULADO,800,1,800
10281160,Matutino,Activo,Doctorado,MATRICULADO,0,1,0
10284538,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10284696,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10284864,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10286276,Matutino,Activo,Doctorado,MATRICULADO,8007,1,8007
10288090,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10289935,Matutino,Activo,Doctorado,MATRICULADO,-54522,1,-54522
10292150,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10296473,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10296731,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10301680,Matutino,Activo,Doctorado,MATRICULADO,5400,1,5400
10307204,Matutino,Activo,Doctorado,MATRICULADO,15338,1,15338
10308090,Matutino,Activo,Doctorado,MATRICULADO,7100,1,7100
10308420,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10308984,Matutino,Activo,Doctorado,MATRICULADO,5430,1,5430
10097897,Matutino,Activo,Doctorado,MATRICULADO,0,1,0
10057416,Vespertino,Activo,Maestria,MATRICULADO,3774,1,3774
10081618,Vespertino,Activo,Maestria,MATRICULADO,7977,1,7977
10086883,Vespertino,Activo,Maestria,MATRICULADO,4029,1,4029
10203631,Vespertino,Activo,Maestria,MATRICULADO,3130,1,3130
10204781,Vespertino,Activo,Maestria,MATRICULADO,8758,1,8758
10284807,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10298517,Vespertino,Activo,Maestria,MATRICULADO,3725,1,3725
10299127,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10299871,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10300183,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10300523,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10301836,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10302355,Vespertino,Activo,Maestria,MATRICULADO,-1600,1,-1600
10303076,Vespertino,Activo,Maestria,MATRICULADO,4100,1,4100
10303432,Vespertino,Activo,Maestria,MATRICULADO,3550,1,3550
10304004,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10305051,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10305124,Vespertino,Activo,Maestria,MATRICULADO,-13323.5,1,-13323.5
10305205,Vespertino,Activo,Maestria,MATRICULADO,4093,1,4093
10305713,Vespertino,Activo,Maestria,MATRICULADO,3329,1,3329
10305956,Vespertino,Activo,Maestria,MATRICULADO,-23056,1,-23056
10307328,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10307543,Vespertino,Activo,Maestria,MATRICULADO,3983,1,3983
10308773,Vespertino,Activo,Maestria,MATRICULADO,800,1,800
10309381,Vespertino,Activo,Maestria,MATRICULADO,2872.3,1,2872.3
10576055,Vespertino,Activo,Maestria,MATRICULADO,3699,1,3699
20300743,Vespertino,Activo,Master,MATRICULADO,7902,1,7902
20305818,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
20306715,Vespertino,Activo,Master,MATRICULADO,7377,1,7377
20306975,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
20308597,Vespertino,Activo,Master,MATRICULADO,8298,1,8298
20310426,Vespertino,Activo,Master,MATRICULADO,0,1,0
20578038,Vespertino,Activo,Master,MATRICULADO,7376,1,7376
10031483,Vespertino,Activo,Maestria,MATRICULADO,10350,1,10350
10049951,Vespertino,Activo,Maestria,MATRICULADO,12924,1,12924
10093261,Vespertino,Activo,Maestria,MATRICULADO,13214,1,13214
10096420,Vespertino,Activo,Maestria,MATRICULADO,3540,1,3540
10243567,Vespertino,Activo,Maestria,MATRICULADO,26888,1,26888
10258619,Vespertino,Activo,Maestria,MATRICULADO,8367,1,8367
10266415,Vespertino,Activo,Maestria,MATRICULADO,8367,1,8367
10268275,Vespertino,Activo,Maestria,MATRICULADO,6600,1,6600
10274330,Vespertino,Activo,Maestria,MATRICULADO,2660,1,2660
10276700,Vespertino,Activo,Maestria,MATRICULADO,2750,1,2750
10277543,Vespertino,Activo,Maestria,MATRICULADO,3099,1,3099
10278834,Vespertino,Activo,Maestria,MATRICULADO,3099,1,3099
10279299,Vespertino,Activo,Maestria,MATRICULADO,3775,1,3775
10279828,Vespertino,Activo,Maestria,MATRICULADO,13116,1,13116
10279866,Vespertino,Activo,Maestria,MATRICULADO,6698,1,6698
10280184,Vespertino,Activo,Maestria,MATRICULADO,-27948,1,-27948
10281019,Vespertino,Activo,Maestria,MATRICULADO,3099,1,3099
10281432,Vespertino,Activo,Maestria,MATRICULADO,3099,1,3099
10281554,Vespertino,Activo,Maestria,MATRICULADO,3642,1,3642
10281704,Vespertino,Activo,Maestria,MATRICULADO,5363,1,5363
10281757,Vespertino,Activo,Maestria,MATRICULADO,2530,1,2530
10282962,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10283010,Vespertino,Activo,Maestria,MATRICULADO,2725,1,2725
10283179,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10283397,Vespertino,Activo,Maestria,MATRICULADO,3099,1,3099
10283663,Vespertino,Activo,Maestria,MATRICULADO,5950,1,5950
10283820,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10284050,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10284898,Vespertino,Activo,Maestria,MATRICULADO,5060,1,5060
10285099,Vespertino,Activo,Maestria,MATRICULADO,2530,1,2530
10285175,Vespertino,Activo,Maestria,MATRICULADO,5060,1,5060
10285320,Vespertino,Activo,Maestria,MATRICULADO,-1518,1,-1518
10285776,Vespertino,Activo,Maestria,MATRICULADO,3099,1,3099
10286515,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10286675,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10286742,Vespertino,Activo,Maestria,MATRICULADO,0,1,0
10286773,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
10286817,Vespertino,Activo,Maestria,MATRICULADO,3300,1,3300
10286902,Vespertino,Activo,Maestria,MATRICULADO,2530,1,2530
10286910,Vespertino,Activo,Maestria,MATRICULADO,3300,1,3300
10287413,Vespertino,Activo,Maestria,MATRICULADO,7007,1,7007
10287511,Vespertino,Activo,Maestria,MATRICULADO,16067,1,16067
10287550,Vespertino,Activo,Maestria,MATRICULADO,2750,1,2750
10287684,Vespertino,Activo,Maestria,MATRICULADO,6415,1,6415
10288824,Vespertino,Activo,Maestria,MATRICULADO,3300,1,3300
10289132,Vespertino,Activo,Maestria,MATRICULADO,2783,1,2783
10289189,Vespertino,Activo,Maestria,MATRICULADO,2750,1,2750
10290852,Vespertino,Activo,Maestria,MATRICULADO,13414,1,13414
10292132,Vespertino,Activo,Maestria,MATRICULADO,5950,1,5950
10292338,Vespertino,Activo,Maestria,MATRICULADO,-3795,1,-3795
10293274,Vespertino,Activo,Maestria,MATRICULADO,2975,1,2975
20150572,Vespertino,Activo,Master,MATRICULADO,0,1,0
20186849,Vespertino,Activo,Master,MATRICULADO,12614,1,12614
20275462,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
20280023,Vespertino,Activo,Master,MATRICULADO,5775,1,5775
20281185,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
20282634,Vespertino,Activo,Master,MATRICULADO,13526,1,13526
20283342,Vespertino,Activo,Master,MATRICULADO,0,1,0
20284052,Vespertino,Activo,Master,MATRICULADO,7767,1,7767
20287115,Vespertino,Activo,Master,MATRICULADO,14456,1,14456
20288499,Vespertino,Activo,Master,MATRICULADO,0,1,0
20289757,Vespertino,Activo,Master,MATRICULADO,10131,1,10131
20291986,Vespertino,Activo,Master,MATRICULADO,2975,1,2975
20292305,Vespertino,Activo,Master,MATRICULADO,0,1,0
20293627,Vespertino,Activo,Master,MATRICULADO,5950,1,5950
20293803,Vespertino,Activo,Master,MATRICULADO,-10,1,-10
20578507,Vespertino,Activo,Master,MATRICULADO,2530,1,2530
10256263,Vespertino,Activo,Maestria,MATRICULADO,3548,1,3548
10267666,Vespertino,Activo,Maestria,MATRICULADO,3699,1,3699
10270463,Vespertino,Activo,Maestria,MATRICULADO,3874,1,3874
10271707,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10278300,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10278335,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10278418,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10278438,Vespertino,Activo,Maestria,MATRICULADO,12767,1,12767
10278577,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10278584,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10278769,Vespertino,Activo,Maestria,MATRICULADO,3775,1,3775
10278855,Vespertino,Activo,Maestria,MATRICULADO,3330,1,3330
10279034,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10279042,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10279405,Vespertino,Activo,Maestria,MATRICULADO,2510,1,2510
10279562,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10279586,Vespertino,Activo,Maestria,MATRICULADO,8391,1,8391
10279622,Vespertino,Activo,Maestria,MATRICULADO,7631,1,7631
10279929,Vespertino,Activo,Maestria,MATRICULADO,3899,1,3899
10279947,Vespertino,Activo,Maestria,MATRICULADO,-668,1,-668
10280007,Vespertino,Activo,Maestria,MATRICULADO,3550,1,3550
10210329,Vespertino,Activo,Maestria,MATRICULADO,4286,1,4286
10015187,Vespertino,Activo,Maestria,MATRICULADO,3300,1,3300
10035544,Vespertino,Activo,Maestria,MATRICULADO,-96.01,1,-96.01
10085893,Vespertino,Activo,Maestria,MATRICULADO,21176,1,21176
10089542,Vespertino,Activo,Maestria,MATRICULADO,3421,1,3421
10093684,Vespertino,Activo,Maestria,MATRICULADO,198,1,198
10188914,Vespertino,Activo,Maestria,MATRICULADO,3572,1,3572
10191324,Vespertino,Activo,Maestria,MATRICULADO,2660.8,1,2660.8
10198811,Vespertino,Activo,Maestria,MATRICULADO,3425,1,3425
10210909,Vespertino,Activo,Maestria,MATRICULADO,5511,1,5511
10219859,Vespertino,Activo,Maestria,MATRICULADO,46712,1,46712
10227862,Vespertino,Activo,Maestria,MATRICULADO,-4200,1,-4200
10242153,Vespertino,Activo,Maestria,MATRICULADO,0,1,0
10244608,Vespertino,Activo,Maestria,MATRICULADO,3575,1,3575
10248465,Vespertino,Activo,Maestria,MATRICULADO,-675,1,-675
20039270,Vespertino,Activo,Master,MATRICULADO,2977,1,2977
20084752,Vespertino,Activo,Master,MATRICULADO,2977,1,2977
20097508,Vespertino,Activo,Master,MATRICULADO,2935,1,2935
20098046,Vespertino,Activo,Master,MATRICULADO,5250.27,1,5250.27
20191951,Vespertino,Activo,Master,MATRICULADO,2977,1,2977
20194904,Vespertino,Activo,Master,MATRICULADO,12922,1,12922
20199111,Vespertino,Activo,Master,MATRICULADO,24797,1,24797
20201223,Vespertino,Activo,Master,MATRICULADO,38664,1,38664
20201642,Vespertino,Activo,Master,MATRICULADO,2977,1,2977
20204500,Vespertino,Activo,Master,MATRICULADO,28807,1,28807
20209536,Vespertino,Activo,Master,MATRICULADO,2903,1,2903
20210883,Vespertino,Activo,Master,MATRICULADO,8012,1,8012
20227117,Vespertino,Activo,Master,MATRICULADO,3308,1,3308
20228793,Vespertino,Activo,Master,MATRICULADO,3302.75,1,3302.75
10196041,Vespertino,Activo,Maestria,MATRICULADO,34908,1,34908
20196050,Vespertino,Activo,Master,MATRICULADO,0,1,0
20196054,Vespertino,Activo,Master,MATRICULADO,36331,1,36331
20216795,Vespertino,Activo,Master,MATRICULADO,6560,1,6560
10332557,Matutino,Activo,Maestria,MATRICULADO,-1700,1,-1700
10331964,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10331209,Matutino,Activo,Maestria,MATRICULADO,-6336,1,-6336
10331598,Matutino,Activo,Maestria,MATRICULADO,-1760,1,-1760
10321409,Matutino,Activo,Maestria,MATRICULADO,-1650,1,-1650
10006221,Matutino,Activo,Maestria,MATRICULADO,1499,1,1499
10013453,Matutino,Activo,Maestria,MATRICULADO,-2496.11,1,-2496.11
10040040,Matutino,Activo,Maestria,MATRICULADO,1765.93,1,1765.93
10044481,Matutino,Activo,Maestria,MATRICULADO,3150.5,1,3150.5
10081842,Matutino,Activo,Maestria,MATRICULADO,1499,1,1499
10088378,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10195355,Matutino,Activo,Maestria,MATRICULADO,4199,1,4199
10213896,Matutino,Activo,Maestria,MATRICULADO,1600,1,1600
10273825,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10275540,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10309460,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10316580,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10316804,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10317136,Matutino,Activo,Maestria,MATRICULADO,2509,1,2509
10317834,Matutino,Activo,Maestria,MATRICULADO,2175,1,2175
10318146,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10318380,Matutino,Activo,Maestria,MATRICULADO,1500,1,1500
10319171,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10319216,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10319875,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10321725,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10321857,Matutino,Activo,Maestria,MATRICULADO,1760,1,1760
10323004,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323194,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10323433,Matutino,Activo,Maestria,MATRICULADO,2000,1,2000
10323558,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324324,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10324824,Matutino,Activo,Maestria,MATRICULADO,2509,1,2509
10324927,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10326035,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10326908,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10327899,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
10567731,Matutino,Activo,Maestria,MATRICULADO,1499,1,1499
10574679,Matutino,Activo,Maestria,MATRICULADO,2100,1,2100
20302233,Matutino,Activo,Master,MATRICULADO,1000,1,1000
20311215,Matutino,Activo,Master,MATRICULADO,1500,1,1500
20315364,Matutino,Activo,Master,MATRICULADO,1500,1,1500
20316221,Matutino,Activo,Master,MATRICULADO,2000,1,2000
20316693,Matutino,Activo,Master,MATRICULADO,1500,1,1500
20318440,Matutino,Activo,Master,MATRICULADO,2000,1,2000
20319559,Matutino,Activo,Master,MATRICULADO,2175,1,2175
20323371,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20323854,Matutino,Activo,Master,MATRICULADO,2275,1,2275
20324004,Matutino,Activo,Master,MATRICULADO,2100,1,2100
20324821,Matutino,Activo,Master,MATRICULADO,2509,1,2509
20327168,Matutino,Activo,Master,MATRICULADO,2100,1,2100
10276246,Matutino,Activo,Maestria,MATRICULADO,2530,1,2530
10088512,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10239866,Matutino,Activo,Maestria,MATRICULADO,5860,1,5860
10256618,Matutino,Activo,Maestria,MATRICULADO,3350,1,3350
10261676,Matutino,Activo,Maestria,MATRICULADO,3775,1,3775
10275459,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10277784,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10290990,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10293873,Matutino,Activo,Maestria,MATRICULADO,8177,1,8177
10296379,Matutino,Activo,Maestria,MATRICULADO,4219,1,4219
10297307,Matutino,Activo,Maestria,MATRICULADO,3325,1,3325
10297873,Matutino,Activo,Maestria,MATRICULADO,4220,1,4220
10298315,Matutino,Activo,Maestria,MATRICULADO,9345,1,9345
10298337,Matutino,Activo,Maestria,MATRICULADO,2510,1,2510
10298717,Matutino,Activo,Maestria,MATRICULADO,4100,1,4100
10298998,Matutino,Activo,Maestria,MATRICULADO,4074,1,4074
10299440,Matutino,Activo,Maestria,MATRICULADO,3775,1,3775
10300112,Matutino,Activo,Maestria,MATRICULADO,2510,1,2510
10300876,Matutino,Activo,Maestria,MATRICULADO,8391,1,8391
10305565,Matutino,Activo,Maestria,MATRICULADO,4100,1,4100
10235703,Matutino,Activo,Maestria,MATRICULADO,2975,1,2975
10263493,Matutino,Activo,Maestria,MATRICULADO,-7751,1,-7751
10269729,Matutino,Activo,Maestria,MATRICULADO,6293,1,6293
10270429,Matutino,Activo,Maestria,MATRICULADO,3874,1,3874
10270956,Matutino,Activo,Maestria,MATRICULADO,3874,1,3874
10271025,Matutino,Activo,Maestria,MATRICULADO,3874,1,3874
10272214,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10272517,Matutino,Activo,Maestria,MATRICULADO,4523,1,4523
10272518,Matutino,Activo,Maestria,MATRICULADO,3899,1,3899
10272878,Matutino,Activo,Maestria,MATRICULADO,3330,1,3330
10273398,Matutino,Activo,Maestria,MATRICULADO,4074,1,4074
10273485,Matutino,Activo,Maestria,MATRICULADO,19818,1,19818
10275941,Matutino,Activo,Maestria,MATRICULADO,4689,1,4689
10278988,Matutino,Activo,Maestria,MATRICULADO,2510,1,2510
10279372,Matutino,Activo,Maestria,MATRICULADO,3775,1,3775
10563195,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
20269850,Matutino,Activo,Master,MATRICULADO,3099,1,3099
10002573,Matutino,Activo,Maestria,MATRICULADO,4015,1,4015
10006123,Matutino,Activo,Maestria,MATRICULADO,5129,1,5129
10007817,Matutino,Activo,Maestria,MATRICULADO,2888,1,2888
10015526,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10022727,Matutino,Activo,Maestria,MATRICULADO,16458.9,1,16458.9
10030557,Matutino,Activo,Maestria,MATRICULADO,-3269,1,-3269
10037772,Matutino,Activo,Maestria,MATRICULADO,9407,1,9407
10045587,Matutino,Activo,Maestria,MATRICULADO,8581,1,8581
10045590,Matutino,Activo,Maestria,MATRICULADO,3356,1,3356
10045834,Matutino,Activo,Maestria,MATRICULADO,3136,1,3136
10046485,Matutino,Activo,Maestria,MATRICULADO,3061,1,3061
10051027,Matutino,Activo,Maestria,MATRICULADO,6970,1,6970
10082283,Matutino,Activo,Maestria,MATRICULADO,8204,1,8204
10087310,Matutino,Activo,Maestria,MATRICULADO,2681.5,1,2681.5
10091799,Matutino,Activo,Maestria,MATRICULADO,9426,1,9426
10096278,Matutino,Activo,Maestria,MATRICULADO,4129,1,4129
10098476,Matutino,Activo,Maestria,MATRICULADO,2312,1,2312
10155910,Matutino,Activo,Maestria,MATRICULADO,3225,1,3225
10186109,Matutino,Activo,Maestria,MATRICULADO,2312,1,2312
10186723,Matutino,Activo,Maestria,MATRICULADO,6880,1,6880
10188318,Matutino,Activo,Maestria,EGRESADO,-4945,1,-4945
10191586,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10193314,Matutino,Activo,Maestria,MATRICULADO,5672,1,5672
10193912,Matutino,Activo,Maestria,MATRICULADO,6156.75,1,6156.75
10194227,Matutino,Activo,Maestria,MATRICULADO,3307,1,3307
10194427,Matutino,Activo,Maestria,MATRICULADO,-4119.4,1,-4119.4
10194617,Matutino,Activo,Maestria,MATRICULADO,3600,1,3600
10195159,Matutino,Activo,Maestria,MATRICULADO,6554,1,6554
10195783,Matutino,Activo,Maestria,MATRICULADO,6554,1,6554
10196972,Matutino,Activo,Maestria,MATRICULADO,3575,1,3575
10200326,Matutino,Activo,Maestria,MATRICULADO,2977,1,2977
10205257,Matutino,Activo,Maestria,MATRICULADO,3735,1,3735
10214392,Matutino,Activo,Maestria,MATRICULADO,4870,1,4870
10215461,Matutino,Activo,Maestria,MATRICULADO,3356,1,3356
10219973,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10220012,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10220128,Matutino,Activo,Maestria,MATRICULADO,3585,1,3585
10220763,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10220818,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10220965,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10223077,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10223202,Matutino,Activo,Maestria,MATRICULADO,3734,1,3734
10223265,Matutino,Activo,Maestria,MATRICULADO,3487,1,3487
10223667,Matutino,Activo,Maestria,MATRICULADO,600,1,600
10223677,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10223786,Matutino,Activo,Maestria,MATRICULADO,5976,1,5976
10224176,Matutino,Activo,Maestria,MATRICULADO,3435,1,3435
10224376,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10224520,Matutino,Activo,Maestria,MATRICULADO,7331,1,7331
10224951,Matutino,Activo,Maestria,MATRICULADO,3908,1,3908
10225270,Matutino,Activo,Maestria,MATRICULADO,872,1,872
10225361,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10225405,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10225643,Matutino,Activo,Maestria,MATRICULADO,3302,1,3302
10225686,Matutino,Activo,Maestria,MATRICULADO,3009,1,3009
10225725,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10225898,Matutino,Activo,Maestria,MATRICULADO,3577,1,3577
10225919,Matutino,Activo,Maestria,MATRICULADO,3356,1,3356
10226226,Matutino,Activo,Maestria,MATRICULADO,330.6,1,330.6
10226276,Matutino,Activo,Maestria,MATRICULADO,1796,1,1796
